year,month,exports_rupees,exports_usd,exports_oil_rupees,exports_oil_usd,exports_nonoil_rupees,exports_nonoil_usd,imports_rupees,imports_usd,imports_oil_rupees,imports_oil_usd,imports_nonoil_rupees,imports_nonoil_usd,trade_balance_rupees,trade_balance_usd,trade_balance_oil_rupees,trade_balance_oil_usd,trade_balance_nonoil_rupees,trade_balance_nonoil_usd,date,trade_openness,import_cover_ratio,exports_growth_yoy,imports_growth_yoy
,2018-04-01,170322.6824,25949.464389,18380.0244,2800.283448,151942.658,23149.180941,262328.2797,39966.951126,68681.7273,10463.985218,193646.5524,29502.965908,-92005.5973,-14017.486737,-50301.7029,-7663.70177,-41703.8945,-6353.784967,2018-04-01,432650.9621,0.6492730505257835,7.423800325681862,4.71724152278532
,2018-05-01,195492.5985,28944.971019,34947.3719,5174.368127,160545.2266,23770.602892,296614.6343,43917.274066,78167.3551,11573.59335,218447.2792,32343.680716,-101122.0358,-14972.303047,-43219.9832,-6399.225223,-57902.0527,-8573.077824,2018-05-01,492107.2328,0.6590794111064533,26.714258385842072,20.27678971681297
,2018-06-01,184113.0123,27158.075424,26184.9423,3862.478963,157928.07,23295.596461,303757.7368,44806.585904,86535.3006,12764.617728,217222.4362,32041.968176,-119644.7244,-17648.51048,-60350.3583,-8902.138765,-59294.3661,-8746.371715,2018-06-01,487870.7491,0.6061179354296532,24.14867141078869,27.205090318965098
,2018-07-01,176914.6009,25754.235583,26395.799,3842.552414,150518.8019,21911.683169,304916.7598,44388.072262,84707.5938,12331.25654,220209.166,32056.815722,-128002.1589,-18633.836679,-58311.7948,-8488.704126,-69690.3641,-10145.132553,2018-07-01,481831.36069999996,0.5802062209241671,23.12312471084286,38.26158953282115
,2018-08-01,193397.1243,27808.31876,25836.1746,3714.949647,167560.9498,24093.369113,318043.8555,45731.108757,83032.2835,11939.103117,235011.572,33792.00564,-124646.7311,-17922.789997,-57196.1089,-8224.15347,-67450.6222,-9698.636527,2018-08-01,511440.9798,0.6080831965640663,29.45016833206551,37.83768107875911
,2018-09-01,201234.9546,27865.972165,30544.9237,4229.702534,170690.0309,23636.269631,309222.9359,42819.587442,79373.4459,10991.222901,229849.4899,31828.364541,-107987.9813,-14953.615277,-48828.5222,-6761.520367,-59159.459,-8192.09491,2018-09-01,510457.8905,0.6507762886808552,9.313982258394526,26.40182915714768
,2018-10-01,196406.4318,26673.950264,31253.972,4244.600805,165152.4598,22429.349459,328973.5579,44677.886899,103864.8493,14105.881427,225108.7086,30572.005472,-132567.1261,-18003.936635,-72610.8773,-9861.280622,-59956.2488,-8142.656013,2018-10-01,525379.9897,0.5970280196796327,31.849455202230814,34.78976275411678
,2018-11-01,187335.1433,26071.56472,33813.2858,4705.818975,153521.8576,21365.745745,313680.8476,43655.186161,97134.4471,13518.269922,216546.4005,30136.916239,-126345.7042,-17583.621441,-63321.1613,-8812.450947,-63024.5429,-8771.170494,2018-11-01,501015.9909,0.5972157520400682,9.84756171720591,16.841261847621823
2018.0,2018-12-01,197044.7571,27858.291132,28777.2255,4068.539235,168267.5316,23789.751897,299553.399,42351.016666,76275.5435,10783.876325,223277.8555,31567.140341,-102508.6419,-14492.725534,-47498.318,-6715.33709,-55010.324,-7777.388444,2018-12-01,496598.15609999996,0.6577950968267932,10.202298106620056,10.93935801294148
,2019-01-01,186786.9463,26407.364294,22705.06,3209.971593,164081.8863,23197.392701,293224.721,41455.209687,79596.6703,11253.132591,213628.0508,30202.077096,-106437.7747,-15047.845393,-56891.6102,-8043.160998,-49546.1645,-7004.684395,2019-01-01,480011.66730000003,0.637009545658328,15.523783287522686,13.209858883175318
,2019-02-01,191316.537,26862.075442,21960.4294,3083.385912,169356.1076,23778.68953,260608.5918,36591.126743,67048.3094,9414.014991,193560.2824,27177.111752,-69292.0548,-9729.051301,-45087.8799,-6330.629079,-24204.1748,-3398.422222,2019-02-01,451925.1288,0.7341144652161848,14.171355269370478,6.898026474773022
,2019-03-01,227370.013,32725.186271,25130.0446,3616.947462,202239.9684,29108.238809,303555.0944,43690.4449,81847.5124,11780.247787,221707.582,31910.197113,-76185.0814,-10965.258629,-56717.4679,-8163.300325,-19467.6136,-2801.958304,2019-03-01,530925.1074,0.7490238747249962,19.890654751470738,9.075268109246881
,2019-04-01,180772.6477,26037.651825,24689.2105677,3556.119133,156082.3117399,22481.37059,294283.702,42387.256496,80288.0376101,11564.31577,213995.6643746,30822.94073,-113511.0543,-16349.604671,-55598.9067,-8008.208106,-57912.1476,-8341.396565,2019-04-01,475056.3497,0.6142801876945262,6.135392628128322,12.181462988490743
,2019-05-01,208270.6753,29849.709402,34353.2347843,4923.564352,173897.81824,24923.33276,325724.2395,46683.354924,87864.1045956,12592.83372,237860.1348602,34090.52121,-117453.5642,-16833.645522,-53510.8698,-7669.269364,-63942.6944,-9164.376158,2019-05-01,533994.9148,0.6394079716624835,6.536348126755298,9.813947740204277
,2019-06-01,173787.1342,25027.345537,18312.8072534,2637.254806,155477.9781998,22390.61655,284925.1297,41032.494584,77806.4383818,11205.02174,207118.691316,29827.47284,-111137.9955,-16005.149047,-59493.7162,-8567.779187,-51644.2793,-7437.36986,2019-06-01,458712.2639,0.6099396511040704,-5.608445579704413,-6.199877342515158
,2019-07-01,180495.4775,26231.643087,23991.8394964,3486.76534,156517.4156155,22746.88007,278196.4176,40430.648303,67078.760987,9748.643852,211117.6565691,30682.00445,-97700.9401,-14199.005216,-43087.0592,-6261.89853,-54613.8808,-7937.106686,2019-07-01,458691.89509999997,0.6488059014459431,2.0240706995258595,-8.763159564441892
,2019-08-01,184892.9978,25987.936959,22820.6905219,3207.599411,162100.5430102,22784.30626,283530.4353,39852.083073,78255.6942588,10999.35685,205274.7124236,28852.72221,-98637.4374,-13864.146114,-55446.6427,-7793.393376,-43190.7947,-6070.752738,2019-08-01,468423.4331,0.6521098788014311,-4.39723523851796,-10.851780219347763
,2019-09-01,185565.5477,26013.728169,24526.9130854,3438.334633,161115.4065644,22586.15591,268891.091,37694.818924,64815.6017566,9086.252611,204075.4892757,28608.56631,-83325.5433,-11681.090755,-40327.357,-5653.338749,-42998.1863,-6027.752006,2019-09-01,454456.6387,0.6901141536890859,-7.786622821639755,-13.04296681053534
,2019-10-01,186211.2395,26212.38913,24466.4952149,3444.074022,161891.5640569,22788.98248,269852.8611,37986.365411,69111.0459634,9728.551474,200741.8151682,28257.81394,-83641.6216,-11773.976281,-44656.3824,-6286.142951,-38985.2393,-5487.83333,2019-10-01,456064.1006,0.6900473048199229,-5.1908647830747885,-17.971261026994544
,2019-11-01,183948.7695,25744.491675,27278.9138683,3817.811723,156863.3544553,21953.76101,275255.1342,38523.244936,79090.6602624,11069.10826,196164.5364948,27454.14544,-91306.3647,-12778.753261,-51823.7959,-7252.982924,-39482.5688,-5525.770337,2019-11-01,459203.90369999997,0.6682846081495544,-1.8076553818719643,-12.24993929148004
2019.0,2019-12-01,192903.8322,27096.050954,25854.3606229,3631.607864,167130.1128178,23475.77029,281880.7265,39594.104767,76310.5193269,10718.88361,205570.3421299,28875.24012,-88976.8943,-12498.053813,-50469.8828,-7089.203485,-38507.0115,-5408.850328,2019-12-01,474784.5587,0.6843455904034645,-2.1015148847114307,-5.899673500282998
,2020-01-01,184369.7309,25853.303508,22720.2052931,3185.947917,161649.5255832,22667.35559,293452.6881,41149.495366,92773.4188187,13009.18179,200679.2692721,28140.31358,-109082.9572,-15296.191858,-70053.2135,-9823.233869,-39029.7437,-5472.957989,2020-01-01,477822.419,0.6282775328920218,-1.2941029594850328,0.07774484334832632
,2020-02-01,198328.8631,27742.764606,24606.1924268,3441.979127,173722.6706845,24300.78548,270973.3923,37904.473,77068.3819189,10780.5286,193905.0103412,27123.9444,-72644.5292,-10161.708394,-52462.1895,-7338.549477,-20182.3397,-2823.158917,2020-02-01,469302.2554,0.7319126849193598,3.6653005589370347,3.9771522605648757
,2020-03-01,159784.6169,21490.667493,18719.1098173,2517.677694,141065.5070327,18972.9898,233988.47,31470.916906,74704.8578172,10047.63343,159283.6121889,21423.28348,-74203.8532,-9980.249413,-55985.748,-7529.955737,-18218.1052,-2450.293676,2020-03-01,393773.0869,0.6828738907519674,-29.72485034778971,-22.917297611988285
,2020-04-01,77557.40755,10173.264466,9449.6171319,1239.513506,68107.7904184,8933.75096,130255.9854,17085.777269,35445.1287726,4649.364645,94810.856643,12436.412624,-52698.57787,-6912.512803,-25995.5116,-3409.851139,-26703.0662,-3502.661664,2020-04-01,207813.39295,0.5954229843014953,-57.09671317161329,-55.737954730500164
,2020-05-01,145619.1565,19246.54352,13314.5367776,1759.787772,132304.6196792,17486.755748,172957.5347,22859.868291,27042.1269045,3574.169001,145915.4077981,19285.69929,-27338.37825,-3613.324771,-13727.5901,-1814.381229,-13610.7881,-1798.943542,2020-05-01,318576.6912,0.8419358934121072,-30.081776375745008,-46.90062521429267
,2020-06-01,166850.0304,22033.154907,14582.592419,1925.684488,152267.4379391,20107.470419,161476.4383,21323.55235,37617.6110493,4967.542658,123858.8272394,16356.009692,5373.592069,709.602557,-23035.0186,-3041.85817,28408.6107,3751.460727,2020-06-01,328326.46869999997,1.033277871103502,-3.99172460719478,-43.326712364746534
,2020-07-01,178352.3429,23782.4052,13295.6394317,1772.907939,165056.7034588,22009.497259,218351.2523,29116.06252,49071.1437891,6543.394995,169280.1085018,22572.667528,-39998.9093999999,-5333.65733,-35775.5044,-4770.48706,-4223.40504,-563.17027,2020-07-01,396703.5952,0.8168139226193025,-1.187361938195941,-21.51183894324885
,2020-08-01,170470.6128,22829.285673,14199.9165656,1901.641253,156270.6962425,20927.64442,231736.8174,31034.005771,48177.675167,6451.915007,183559.1421916,24582.090764,-61266.20455,-8204.720098,-33977.7586014,-4550.273754,-27288.4459491,-3654.446344,2020-08-01,402207.4302,0.735621619009945,-7.800395456620157,-18.267392650527214
,2020-09-01,202508.5415,27559.04433,25917.0864198,3527.01236,176591.4550462,24032.031965,224254.0231,30518.34989,42812.5285677,5826.284455,181441.4945084,24692.065439,-21745.48161,-2959.305569,-16895.44215,-2299.272095,-4850.039462,-660.033474,2020-09-01,426762.5646,0.9030319220168318,9.130463068172222,-16.600426490143562
,2020-10-01,183060.6025,24920.41079,11513.1489515,1567.308295,171547.4535889,23353.102492,250299.9327,34073.83709,44076.8777326,6000.274672,206223.0550098,28073.562422,-67239.3302,-9153.426307,-32563.72878,-4432.966377,-34675.60142,-4720.45993,2020-10-01,433360.53520000004,0.7313649689207448,-1.6919692970520095,-7.245773982271841
,2020-11-01,175306.78,23619.94784,11558.7245294,1557.36401,163748.0554569,22062.583827,250954.1611,33812.29273,46868.3763229,6314.807689,204085.7848208,27497.485036,-75647.38116,-10192.34489,-35309.65179,-4757.443679,-40337.72936,-5434.901209,2020-11-01,426260.9411,0.6985609612193038,-4.698041483773007,-8.828526730528818
2020.0,2020-12-01,200294.503,27216.29376,17196.0780801,2336.626833,183098.424903,24879.666929,315970.7722,42934.5448,70863.3421465,9629.008793,245107.4300312,33305.536004,-115676.2692,-15718.25104,-53667.26407,-7292.38196,-62009.00513,-8425.869075,2020-12-01,516265.27520000003,0.6339019954453876,3.8312721503310776,12.093783822428183
,2021-01-01,201330.6975,27538.27805,15616.1543171,2135.998144,185714.5432112,25402.279909,307279.3261,42030.07094,68900.4604225,9424.295701,238378.865705,32605.775243,-105948.6286,-14491.79289,-53284.30611,-7288.297557,-52664.32249,-7203.495334,2021-01-01,508610.0236,0.6552041754819509,9.199431228328603,4.711709437566403
,2021-02-01,201049.8678,27633.25189,17979.2813874,2471.158099,183070.5863956,25162.093794,296472.9378,40748.65307,65709.6414724,9031.446184,230763.2963368,31717.206881,-95423.07003,-13115.40117,-47730.36009,-6560.288085,-47692.70994,-6555.113087,2021-02-01,497522.8056,0.6781390210246704,1.371966065588781,9.410350323905226
,2021-03-01,256642.679,35256.60211,26273.5686714,3609.363652,230369.1102839,31647.238461,355948.5193,48898.86342,74768.2161877,10271.375221,281180.303093,38627.488203,-99305.84033,-13642.26131,-48494.64752,-6662.011569,-50811.19281,-6980.249742,2021-03-01,612591.1983,0.7210106661061759,60.61788924312903,52.12224743381586
,2021-04-01,229006.3487387,30750.582034,27001.0847113,3625.659599,202005.2640274,27124.922435,342900.3922926,46044.07977,80168.1067064,10764.836647,262732.2855862,35279.243123,-113894.0435539,-15293.497736,-53167.022,-7139.177048,-60727.02156,-8154.320688,2021-04-01,571906.7410313,0.6678509383077252,195.2733413517765,163.25115981395814
,2021-05-01,236647.1750213,32298.976908,38929.0382813,5313.260588,197718.13674,26985.71632,284532.4609322,38834.637905,69376.9037259,9468.961589,215155.5572063,29365.676316,-47885.2859109,-6535.660997,-30447.86544,-4155.701001,-17437.42047,-2379.959996,2021-05-01,521179.63595350005,0.8317053676265416,62.511018954638686,64.51001190883652
,2021-06-01,239012.9547065,32492.996104,29075.2615316,3952.682629,209937.6931749,28540.313475,309667.6734489,42098.264095,78548.6524492,10678.421389,231119.0209997,31419.842706,-70654.7187424,-9605.267991,-49473.39092,-6725.73876,-21181.32782,-2879.529231,2021-06-01,548680.6281554,0.7718369568399295,43.25017150641166,91.77266770869814
,2021-07-01,264666.3678979,35512.816497,43523.9515964,5840.024637,221142.4163015,29672.79186,343919.548469,46146.973137,92428.8619083,12402.063939,251490.6865607,33744.909198,-79253.1805711,-10634.15664,-48904.9103119,-6562.039302,-30348.2702592,-4072.117338,2021-07-01,608585.9163669,0.7695589537614096,48.39522912591916,57.50747698780201
,2021-08-01,247633.6267714,33380.732323,34535.4939635,4655.345452,213098.1328079,28725.386871,334519.6016984,45092.863104,70053.9247358,9443.189662,264465.6769626,35649.673442,-86885.974927,-11712.130781,-35518.4307723,-4787.84421,-51367.5441547,-6924.286571,2021-08-01,582153.2284698,0.7402664164196404,45.2647014661286,44.3532389249081
,2021-09-01,248751.7805326,33814.611805,38219.7552113,5195.485154,210532.0253213,28619.126651,414062.0637289,56286.422959,123433.5159286,16779.202147,290628.5478003,39507.220812,-165310.2831963,-22471.811154,-85213.7607173,-11583.716993,-80096.522479,-10888.094161,2021-09-01,662813.8442615,0.600759650117249,22.835204228953486,84.63974826630434
,2021-10-01,267655.3371931,35727.72671,40122.9401336,5355.773818,227532.3970595,30371.952892,401832.5293732,53638.245923,91987.600447,12278.880332,309844.9289262,41359.365591,-134177.1921801,-17910.519213,-51864.6603134,-6923.106514,-82312.5318667,-10987.412699,2021-10-01,669487.8665663,0.6660867839908411,46.21132758103972,60.540406478982646
,2021-11-01,236861.9920573,31795.049666,40936.0232103,5495.026363,195925.968847,26300.023303,395018.2053574,53025.06888,106120.4338879,14245.022763,288897.7714695,38780.046117,-158156.2133001,-21230.019214,-65184.4106776,-8749.9964,-92971.8026225,-12480.022814,2021-11-01,631880.1974147,0.5996229764726786,35.112853055255485,57.406517439650464
2021.0,2021-12-01,295989.333187,39270.202467,50912.4464061,6754.777462,245076.8867809,32515.425005,454720.5939546,60329.774619,124323.8844204,16494.594763,330396.7095342,43835.179856,-158731.2607676,-21059.572152,-73411.4380143,-9739.817301,-85319.8227533,-11319.754851,2021-12-01,750709.9271416,0.6509257269675189,47.77706265208887,43.912233017165114
,2022-01-01,262280.1316984,35233.005675,34091.5014989,4579.630412,228188.6301995,30653.375263,391315.4453009,52566.769849,91970.8545759,12354.765961,299344.590725,40212.003888,-129035.3136025,-17333.764174,-57879.353077,-7775.135549,-71155.9605255,-9558.628625,2022-01-01,653595.5769993,0.6702524391714747,30.27329411522055,27.348445555218248
,2022-02-01,278666.417275,37153.986672,51733.9427918,6897.573934,226932.4744832,30256.412738,419255.2335307,55898.387362,118171.0218256,15755.485018,301084.2117051,40142.902344,-140588.8162557,-18744.40069,-66437.0790338,-8857.911084,-74151.7372219,-9886.489606,2022-02-01,697921.6508057,0.6646700982793925,38.60562074689413,41.41433502896261
,2022-03-01,339850.0277033,44573.710745,74768.8321442,9806.455828,265081.1955591,34767.254917,481030.8409923,63090.562692,161219.2003837,21145.026907,319811.6406086,41945.535785,-141180.813289,-18516.851947,-86450.3682395,-11338.571079,-54730.4450495,-7178.280868,2022-03-01,820880.8686956,0.7065036142011943,32.42147760751048,35.14056525316751
,2022-04-01,302372.2273403,39698.170067,59870.0618693,7860.285039,242502.165471,31837.885028,442212.703498,58057.696892,134307.1875915,17633.066414,307905.5159065,40424.630478,-139840.4761577,-18359.526825,-74437.1257222,-9772.781375,-65403.3504355,-8586.74545,2022-04-01,744584.9308382999,0.68377101098288,32.03661339769739,28.96243732513899
,2022-05-01,301573.2330243,39003.616619,65529.7459559,8475.211993,236043.4870684,30528.404626,472625.3576559,61126.440218,128469.9637599,16615.510452,344155.393896,44510.929766,-171052.1246316,-22122.823599,-62940.217804,-8140.298459,-108111.9068276,-13982.52514,2022-05-01,774198.5906802,0.6380809411497207,27.43580522233413,66.1059536432013
,2022-06-01,330095.6680465,42279.520977,82711.0782373,10593.852323,247384.5898092,31685.668654,502431.5869482,64352.758296,147852.669302,18937.358538,354578.9176462,45415.399758,-172335.9189017,-22073.237319,-65141.5910647,-8343.506215,-107194.327837,-13729.731104,2022-06-01,832527.2549947,0.6569962490844199,38.10785630923084,62.24863943737062
,2022-07-01,305159.1316172,38335.803897,64971.5834946,8162.095173,240187.5481226,30173.708724,507630.4985279,63771.393877,147710.6204056,18556.237624,359919.8781223,45215.156253,-202471.3669107,-25435.58998,-82739.036911,-10394.142451,-119732.3299997,-15041.447529,2022-07-01,812789.6301451,0.6011442033174609,15.299550162308817,47.60152506238142
,2022-08-01,294494.6300153,37017.740035,67510.4445586,8486.008991,226984.1854567,28531.731044,492279.575704,61879.149607,137821.2250878,17324.017973,354458.3506162,44555.131634,-197784.9456887,-24861.409572,-70310.7805292,-8838.008982,-127474.1651595,-16023.40059,2022-08-01,786774.2057193001,0.5982263830347798,18.923521758682305,47.16015838971226
,2022-09-01,283946.0249,35390.796762,58296.1227824,7265.980333,225649.9021176,28124.816429,508444.5914102,63372.111706,140883.801717,17559.640063,367560.7896932,45812.471643,-224498.5665102,-27981.314944,-82587.6789346,-10293.65973,-141910.8875756,-17687.655214,2022-09-01,792390.6163102,0.5584601148228553,14.148338674017102,22.794294853125052
,2022-10-01,260209.470103,31601.791937,51863.1327694,6298.648257,208346.3373336,25303.14368,476835.6121123,57910.497047,134560.9978011,16342.097936,342274.6143112,41568.399111,-216626.1420093,-26308.70511,-82697.8650317,-10043.449679,-133928.2769776,-16265.255431,2022-10-01,737045.0822153001,0.5457005800181673,-2.781886275156986,18.66525909589596
,2022-11-01,285413.099736,34887.098742,66153.6571202,8086.206175,219259.4426158,26800.892567,465922.3396969,56951.410746,133504.9442188,16318.803114,332417.3954781,40632.607632,-180509.2399609,-22064.312004,-67351.2870986,-8232.596939,-113157.9528623,-13831.715065,2022-11-01,751335.4394328999,0.6125765506793943,20.49763546147787,17.949586469147192
2022.0,2022-12-01,314061.2808604,38084.560544,68857.2059561,8349.951371,245204.0749043,29734.609173,504835.6425495,61218.764185,159544.8453763,19347.164639,345290.7971732,41871.599546,-190774.3616891,-23134.203641,-90687.6394202,-10997.213268,-100086.7222689,-12136.990373,2022-12-01,818896.9234098999,0.6221059972595057,6.1056077524194174,11.021064200998909
,2023-01-01,293195.4650348,35799.376703,63093.2702199,7703.733622,230102.1948149,28095.643081,432645.9255836,52826.378309,130040.0022834,15877.977697,302605.9233002,36948.400612,-139450.4605488,-17027.001606,-66946.7320635,-8174.244075,-72503.7284853,-8852.757531,2023-01-01,725841.3906184,0.6776799403329777,11.787142676880302,10.561934311312227
,2023-02-01,305764.6087762,37013.698236,64760.3475659,7839.429058,241004.2612103,29174.269178,442628.7327351,53581.4998469999,139479.126506,16884.355307,303149.6062291,36697.14454,-136864.1239589,-16567.801611,-74718.7789401,-9044.926249,-62145.3450188,-7522.875362,2023-02-01,748393.3415113001,0.6907924998153947,9.724240102623604,5.57500475487529
,2023-03-01,345265.0362296,41957.821273,68686.6632823,8347.044828,276578.3729473,33610.776445,501308.7046532,60920.796379,148299.9845423,18021.935554,353008.7201109,42898.860825,-156043.6684236,-18962.975106,-79613.32126,-9674.890726,-76430.3471636,-9288.08438,2023-03-01,846573.7408828,0.6887273909764856,1.5933523863142174,4.215501779276676
,2023-04-01,283943.2933936,34618.449645,52661.960755,6420.561696,231281.3326386,28197.887949,402320.3155121,49051.010857,112317.5988121,13693.794611,290002.7167,35357.216246,-118377.0221185,-14432.561212,-59655.6380571,-7273.232915,-58721.3840614,-7159.328297,2023-04-01,686263.6089057,0.7057642441748886,-6.094783938592174,-9.021085932254413
,2023-05-01,287818.0844533,34953.430945,48206.2394181,5854.300164,239611.8450352,29099.130781,473086.2673004,57452.915763,128240.2269636,15573.850812,344846.0403368,41879.064951,-185268.1828471,-22499.484818,-80033.9875455,-9719.550648,-105234.1953016,-12779.93417,2023-05-01,760904.3517537001,0.6083839340670217,-4.561130453474849,0.09752114164716108
,2023-06-01,282266.2511513,34324.887656,55566.3805252,6757.130054,226699.8706261,27567.757602,437508.4798048,53203.063818,103467.8565689,12582.172092,334040.6232359,40620.891726,-155242.2286535,-18878.176162,-47901.4760437,-5825.042038,-107340.7526098,-13053.134124,2023-06-01,719774.7309560999,0.6451674977299564,-14.489562125505506,-12.921780562752216
,2023-07-01,283341.0289949,34489.893621,55170.9720732,6715.72685,228170.0569217,27774.166771,436603.9452976,53145.933926,97042.198588,11812.532453,339561.7467096,41333.401473,-153262.9163027,-18656.040305,-41871.2265148,-5096.805603,-111391.6897879,-13559.234702,2023-07-01,719944.9742925,0.6489658008055053,-7.14974593965918,-13.99178210061709
,2023-08-01,316942.0562989,38284.776857,78986.3038705,9541.09106,237955.7524284,28743.685797,513565.9112289,62035.807183,134882.3035973,16293.006207,378683.6076316,45742.800976,-196623.85493,-23751.030326,-55895.9997268,-6751.915147,-140727.8552032,-16999.115179,2023-08-01,830507.9675278,0.6171399802227852,7.622355043429407,4.324033857073761
,2023-09-01,285749.6753805,34407.980367,53630.6486347,6457.828186,232119.0267458,27950.152181,450326.6365041,54225.188794,116267.8385455,14000.16118,334058.7979586,40225.027614,-164576.9611236,-19817.208427,-62637.1899108,-7542.332994,-101939.7712128,-12274.875433,2023-09-01,736076.3118846,0.6345386930668454,0.6352089208275347,-11.430538526313471
,2023-10-01,278285.0366077,33433.5355,48981.1827309,5884.66464,229303.8538768,27548.87086,524699.6002882,63038.110072,134366.0201662,16142.912937,390333.580122,46895.197135,-246414.5636805,-29604.574572,-85384.8374353,-10258.248297,-161029.7262452,-19346.326275,2023-10-01,802984.6368958999,0.5303702088868513,6.946544450340353,10.037838399667898
,2023-11-01,281096.4466579,33745.88191,61557.4611537,7390.028718,219538.9855042,26355.853192,456104.2584683,54755.727455,124403.5963378,14934.763898,331700.6621305,39820.963557,-175007.8118104,-21009.845545,-62846.1351841,-7544.73518,-112161.6766263,-13465.110365,2023-11-01,737200.7051262,0.6162986673307649,-1.5124228993318112,-2.107235560970744
2023.0,2023-12-01,319715.5008018,38391.029217,57368.6802629,6888.757908,262346.8205389,31502.271309,473977.5224179,56914.615874,124422.4237631,14940.485844,349555.0986548,41974.13003,-154262.0216161,-18523.586657,-67053.7435002,-8051.727936,-87208.2781159,-10471.858721,2023-12-01,793693.0232197,0.6745372632247123,1.8003556267457421,-6.112508216686452
,2024-01-01,310239.167985,37323.801296,71607.0463682,8614.796069,238632.1216168,28709.005227,446416.8116373,53706.862332,129050.3072754,15525.596096,317366.5043619,38181.266236,-136177.6436523,-16383.061036,-57443.2609072,-6910.800027,-78734.3827451,-9472.261009,2024-01-01,756655.9796223,0.6949540427188478,5.813085460983181,3.1829459702236385
,2024-02-01,343515.9630612,41405.624064,68162.5456769,8215.95805,275353.4173843,33189.666014,496321.9422581,59824.060438,140134.1317268,16891.037972,356187.8105313,42933.022466,-152805.9791969,-18418.436374,-71971.5860499,-8675.079922,-80834.393147,-9743.356452,2024-02-01,839837.9053193,0.6921232647871993,12.34654149023231,12.13052961817862
,2024-03-01,346039.7657233,41692.743606,44950.4418284,5415.87249,301089.3238949,36276.871116,470087.2614991,56638.657109,135637.8401954,16342.380999,334449.4213037,40296.27611,-124047.4957758,-14945.913503,-90687.398367,-10926.508509,-33360.0974088,-4019.404994,2024-03-01,816127.0272224001,0.7361181509573037,0.22438689482151553,-6.227987438538218
,2024-04-01,331976.4874194,39802.470777,93771.9141036,11242.82594,238204.5733158,28559.644837,454462.9927092,54488.045592,137564.8422577,16493.398823,316898.1504515,37994.646769,-122486.5052898,-14685.574815,-43792.9281541,-5250.572883,-78693.5771357,-9435.001932,2024-04-01,786439.4801286,0.7304807932553131,16.916474219807263,12.960488244479862
,2024-05-01,323404.3169,38780.797612,59554.6090901,7141.448381,263849.7078099,31639.349231,514327.3173913,61675.192584,166553.4216912,19972.13452,347773.8957001,41703.058064,-190923.0004913,-22894.394972,-106998.8126011,-12830.686139,-83924.1878902,-10063.708833,2024-05-01,837731.6342913,0.6287908613143993,12.364140534912792,8.717448157232766
,2024-06-01,295869.5190444,35445.828241,49170.2522903,5890.705892,246699.2667541,29555.122349,467412.5923692,55997.07111,125703.2765694,15059.53291,341709.3157998,40937.5382,-171543.0733248,-20551.242869,-76533.0242791,-9168.827018,-95010.0490457,-11382.415851,2024-06-01,763282.1114136,0.6329943263717176,4.819303702662081,6.835093248419355
,2024-07-01,273183.5882616,32679.534543,32320.6442722,3866.350895,240862.9439894,28813.183648,497167.2802998,59473.540889,121161.8264476,14493.96031,376005.4538522,44979.580579,-223983.6920382,-26794.006346,-88841.1821754,-10627.609415,-135142.5098628,-16166.396931,2024-07-01,770350.8685614,0.5494802234307653,-3.5848817128008803,13.871458481878474
,2024-08-01,275935.7037665,32890.092243,35277.2594546,4204.864754,240658.4443119,28685.227489,574771.895259,68509.802606,101739.491031,12126.815014,473032.404228,56382.987592,-298836.1914925,-35619.710363,-66462.2315764,-7921.95026,-232373.9599161,-27697.760103,2024-08-01,850707.5990255,0.4800786295268658,-12.938122826378063,11.917843979099318
,2024-09-01,285611.4460833,34079.176777,36053.4600315,4301.90124,249557.9860518,29777.275537,492118.6160585,58719.625963,124916.1186091,14904.999586,367202.4974494,43814.626377,-206507.1699752,-24640.449186,-88862.6585776,-10603.098346,-117644.5113976,-14037.35084,2024-09-01,777730.0621418001,0.5803711478562483,-0.04837426219852503,9.280370328264942
,2024-10-01,327572.8491335,38983.077189,37085.2160605,4413.356737,290487.633073,34569.720452,546775.8853023,65069.515466,158682.6731382,18884.162486,388093.2121641,46185.35298,-219203.0361688,-26086.438277,-121597.4570777,-14470.805749,-97605.5790911,-11615.632528,2024-10-01,874348.7344358,0.5990989323759083,17.711269397240837,4.207414109325458
,2024-11-01,269481.181528,31942.523366,29707.0436675,3521.277179,239774.1378605,28421.246187,539329.0582215,63928.512111,134208.3800869,15908.17692,405120.6781346,48020.335191,-269847.8766935,-31985.988745,-104501.3364194,-12386.899741,-165346.5402741,-19599.089004,2024-11-01,808810.2397495001,0.4996600450505029,-4.132128053555951,18.24688066554947
2024.0,2024-12-01,321282.2312338,37804.047023,40021.4318456,4709.168288,281260.7993882,33094.878735,496989.1697318,58478.808297,115542.5969791,13595.45396,381446.5727527,44883.354337,-175706.938498,-20674.761274,-75521.1651335,-8886.285672,-100185.7733645,-11788.475602,2024-12-01,818271.4009656,0.6464572083274568,0.490038934011916,4.855008143953898
,2025-01-01,313476.6798962,36338.507803,29999.3729044,3477.555148,283477.3069918,32860.952655,512679.9524888,59430.335825,115941.1008814,13440.000001,396738.8516074,45990.335824,-199203.2725926,-23091.828022,-85941.727977,-9962.444853,-113261.5446156,-13129.383169,2025-01-01,826156.632385,0.6114471189568276,1.0435535694050646,14.843334552852095
